timestamp,hour,day_of_week,month,is_weekend,day_of_year,week_of_year,occupancy,num_occupants,fan_state,fan_rated_w,fan_power_w,fan_kwh,fridge_state,fridge_rated_w,fridge_power_w,fridge_kwh,ac_state,ac_rated_w,ac_power_w,ac_kwh,light_state,light_rated_w,light_power_w,light_kwh,tv_state,tv_rated_w,tv_power_w,tv_kwh,total_kwh,voltage,is_anomaly,anomaly_type,anomaly_appliance
2025-01-01 05:45:00,5.75,2,1,0,1,1,1,1,0,150,0.0,0.0,1,150,152.59,0.0381,0,1400,0.0,0.0,1,60,62.25,0.0156,1,100,109.55,0.0274,0.0811,229.7,0,none,none
2025-01-01 06:00:00,6.0,2,1,0,1,1,1,4,0,150,0.0,0.0,1,150,154.44,0.0386,0,1400,0.0,0.0,1,60,56.53,0.0141,0,100,0.0,0.0,0.0527,225.0,0,none,none
2025-01-01 06:15:00,6.25,2,1,0,1,1,1,1,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0,225.1,0,none,none
2025-01-01 06:30:00,6.5,2,1,0,1,1,1,1,0,150,0.0,0.0,1,150,149.69,0.0374,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0374,227.1,0,none,none
2025-01-01 06:45:00,6.75,2,1,0,1,1,1,2,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0,222.8,0,none,none
2025-01-01 07:00:00,7.0,2,1,0,1,1,1,1,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0,229.6,0,none,none
2025-01-01 07:15:00,7.25,2,1,0,1,1,1,1,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0,230.7,0,none,none
2025-01-01 07:30:00,7.5,2,1,0,1,1,1,4,1,150,145.17,0.0363,1,150,142.67,0.0357,0,1400,0.0,0.0,0,60,0.0,0.0,1,100,106.05,0.0265,0.0985,229.9,0,none,none
2025-01-01 07:45:00,7.75,2,1,0,1,1,1,2,0,150,0.0,0.0,1,150,147.59,0.0369,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0369,227.9,0,none,none
2025-01-01 08:00:00,8.0,2,1,0,1,1,1,2,0,150,0.0,0.0,1,150,147.58,0.0369,0,1400,0.0,0.0,0,60,0.0,0.0,1,100,100.59,0.0251,0.062,224.0,0,none,none
2025-01-01 08:15:00,8.25,2,1,0,1,1,1,4,0,150,0.0,0.0,1,150,157.53,0.0394,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0394,231.8,0,none,none
2025-01-01 08:30:00,8.5,2,1,0,1,1,1,4,0,150,0.0,0.0,1,150,136.04,0.034,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.034,230.7,0,none,none
2025-01-01 08:45:00,8.75,2,1,0,1,1,1,2,0,150,0.0,0.0,1,150,153.29,0.0383,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0383,231.9,0,none,none
2025-01-01 09:00:00,9.0,2,1,0,1,1,0,0,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0,230.3,0,none,none
2025-01-01 09:15:00,9.25,2,1,0,1,1,0,0,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0,234.7,0,none,none
2025-01-01 09:30:00,9.5,2,1,0,1,1,0,0,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0,230.7,0,none,none
2025-01-01 09:45:00,9.75,2,1,0,1,1,0,0,0,150,0.0,0.0,1,150,168.69,0.0422,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0422,228.1,0,none,none
2025-01-01 10:00:00,10.0,2,1,0,1,1,0,0,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,32.47,0.0081,0.0081,234.9,1,phantom_load,tv
2025-01-01 10:15:00,10.25,2,1,0,1,1,1,3,0,150,0.0,0.0,1,150,151.09,0.0378,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0378,228.0,0,none,none
2025-01-01 10:30:00,10.5,2,1,0,1,1,0,0,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0,233.1,0,none,none
2025-01-01 10:45:00,10.75,2,1,0,1,1,0,0,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0,229.4,0,none,none
2025-01-01 11:00:00,11.0,2,1,0,1,1,1,3,0,150,0.0,0.0,1,150,143.84,0.036,0,1400,0.0,0.0,1,60,62.22,0.0156,0,100,0.0,0.0,0.0515,229.4,0,none,none
2025-01-01 11:15:00,11.25,2,1,0,1,1,1,1,0,150,0.0,0.0,1,150,154.78,0.0387,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0387,231.3,0,none,none
2025-01-01 11:30:00,11.5,2,1,0,1,1,0,0,0,150,0.0,0.0,1,150,150.88,0.0377,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0377,230.6,0,none,none
2025-01-01 11:45:00,11.75,2,1,0,1,1,0,0,0,150,0.0,0.0,1,150,151.83,0.038,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.038,222.8,0,none,none
2025-01-01 12:00:00,12.0,2,1,0,1,1,0,0,0,150,0.0,0.0,1,150,160.92,0.0402,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0402,229.8,0,none,none
2025-01-01 12:15:00,12.25,2,1,0,1,1,0,0,0,150,0.0,0.0,1,150,148.39,0.0371,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0371,229.6,0,none,none
2025-01-01 12:30:00,12.5,2,1,0,1,1,0,0,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,0,60,0.0,0.0,1,100,225.49,0.0564,0.0564,231.7,1,power_spike,tv
2025-01-01 12:45:00,12.75,2,1,0,1,1,0,0,0,150,0.0,0.0,1,150,142.18,0.0355,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0355,228.2,0,none,none
2025-01-01 13:00:00,13.0,2,1,0,1,1,1,3,0,150,0.0,0.0,1,150,152.32,0.0381,1,1400,1388.09,0.347,0,60,0.0,0.0,0,100,0.0,0.0,0.3851,228.3,0,none,none
2025-01-01 13:15:00,13.25,2,1,0,1,1,0,0,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0,234.6,0,none,none
2025-01-01 13:30:00,13.5,2,1,0,1,1,0,0,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,55.72,0.0139,0,100,0.0,0.0,0.0139,224.6,0,none,none
2025-01-01 13:45:00,13.75,2,1,0,1,1,1,2,0,150,0.0,0.0,1,150,151.34,0.0378,0,1400,0.0,0.0,1,60,56.0,0.014,0,100,0.0,0.0,0.0518,231.8,0,none,none
2025-01-01 14:00:00,14.0,2,1,0,1,1,0,0,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0,238.2,0,none,none
2025-01-01 14:15:00,14.25,2,1,0,1,1,0,0,0,150,0.0,0.0,1,150,162.91,0.0407,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0407,228.4,0,none,none
2025-01-01 14:30:00,14.5,2,1,0,1,1,0,0,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0,227.2,0,none,none
2025-01-01 14:45:00,14.75,2,1,0,1,1,0,0,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0,229.3,0,none,none
2025-01-01 15:00:00,15.0,2,1,0,1,1,0,0,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0,230.7,0,none,none
2025-01-01 15:15:00,15.25,2,1,0,1,1,0,0,0,150,0.0,0.0,1,150,156.41,0.0391,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0391,233.0,0,none,none
2025-01-01 15:30:00,15.5,2,1,0,1,1,0,0,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0,230.0,0,none,none
2025-01-01 15:45:00,15.75,2,1,0,1,1,1,4,1,150,154.99,0.0387,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,59.39,0.0148,0,100,0.0,0.0,0.0536,230.7,0,none,none
2025-01-01 16:00:00,16.0,2,1,0,1,1,0,0,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0,235.3,0,none,none
2025-01-01 16:15:00,16.25,2,1,0,1,1,0,0,0,150,0.0,0.0,1,150,139.16,0.0348,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0348,226.8,0,none,none
2025-01-01 16:30:00,16.5,2,1,0,1,1,0,0,0,150,0.0,0.0,1,150,151.9,0.038,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,17.44,0.0044,0.0423,234.5,1,phantom_load,tv
2025-01-01 16:45:00,16.75,2,1,0,1,1,0,0,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0,233.7,0,none,none
2025-01-01 17:00:00,17.0,2,1,0,1,1,0,0,0,150,0.0,0.0,1,150,131.16,0.0328,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0328,231.8,0,none,none
2025-01-01 17:15:00,17.25,2,1,0,1,1,0,0,0,150,0.0,0.0,1,150,144.28,0.0361,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0361,228.1,0,none,none
2025-01-01 17:30:00,17.5,2,1,0,1,1,0,0,0,150,0.0,0.0,1,150,153.67,0.0384,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0384,222.6,0,none,none
2025-01-01 17:45:00,17.75,2,1,0,1,1,0,0,0,150,0.0,0.0,1,150,140.43,0.0351,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0351,231.4,0,none,none
2025-01-01 18:00:00,18.0,2,1,0,1,1,1,3,0,150,0.0,0.0,1,150,144.63,0.0362,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0362,230.0,0,none,none
2025-01-01 18:15:00,18.25,2,1,0,1,1,1,1,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,57.51,0.0144,0,100,0.0,0.0,0.0144,233.1,0,none,none
2025-01-01 18:30:00,18.5,2,1,0,1,1,1,4,0,150,0.0,0.0,1,150,153.68,0.0384,0,1400,0.0,0.0,1,60,58.3,0.0146,0,100,0.0,0.0,0.053,231.4,0,none,none
2025-01-01 18:45:00,18.75,2,1,0,1,1,1,2,0,150,0.0,0.0,1,150,164.25,0.0411,0,1400,0.0,0.0,1,60,62.38,0.0156,0,100,0.0,0.0,0.0567,225.0,0,none,none
2025-01-01 19:00:00,19.0,2,1,0,1,1,1,3,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,58.9,0.0147,0,100,0.0,0.0,0.0147,229.2,0,none,none
2025-01-01 19:15:00,19.25,2,1,0,1,1,1,1,1,150,157.26,0.0393,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,64.3,0.0161,1,100,93.27,0.0233,0.0787,231.5,0,none,none
2025-01-01 19:30:00,19.5,2,1,0,1,1,1,3,1,150,151.07,0.0378,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,62.67,0.0157,1,100,105.52,0.0264,0.0798,232.8,0,none,none
2025-01-01 19:45:00,19.75,2,1,0,1,1,1,2,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0,228.4,0,none,none
2025-01-01 20:00:00,20.0,2,1,0,1,1,1,4,0,150,0.0,0.0,1,150,146.89,0.0367,0,1400,0.0,0.0,1,60,57.18,0.0143,1,100,99.31,0.0248,0.0758,227.3,0,none,none
2025-01-01 20:15:00,20.25,2,1,0,1,1,1,4,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,63.93,0.016,0,100,0.0,0.0,0.016,227.5,0,none,none
2025-01-01 20:30:00,20.5,2,1,0,1,1,1,4,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,58.05,0.0145,1,100,98.21,0.0246,0.0391,229.2,0,none,none
2025-01-01 20:45:00,20.75,2,1,0,1,1,1,2,0,150,0.0,0.0,1,150,151.24,0.0378,0,1400,0.0,0.0,0,60,0.0,0.0,1,100,98.55,0.0246,0.0624,237.6,0,none,none
2025-01-01 21:00:00,21.0,2,1,0,1,1,1,3,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,56.11,0.014,0,100,0.0,0.0,0.014,231.4,0,none,none
2025-01-01 21:15:00,21.25,2,1,0,1,1,1,3,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,59.05,0.0148,1,100,102.33,0.0256,0.0403,229.5,0,none,none
2025-01-01 21:30:00,21.5,2,1,0,1,1,1,2,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,0,60,0.0,0.0,1,100,103.01,0.0258,0.0258,228.5,0,none,none
2025-01-01 21:45:00,21.75,2,1,0,1,1,1,2,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,64.07,0.016,1,100,101.13,0.0253,0.0413,228.9,0,none,none
2025-01-01 22:00:00,22.0,2,1,0,1,1,1,3,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,62.68,0.0157,1,100,101.8,0.0255,0.0411,232.2,0,none,none
2025-01-01 22:15:00,22.25,2,1,0,1,1,1,1,0,150,0.0,0.0,1,150,141.73,0.0354,0,1400,0.0,0.0,1,60,59.73,0.0149,0,100,0.0,0.0,0.0504,233.4,0,none,none
2025-01-01 22:30:00,22.5,2,1,0,1,1,1,2,0,150,0.0,0.0,0,150,0.0,0.0,1,1400,1314.58,0.3286,1,60,67.04,0.0168,1,100,96.59,0.0241,0.3696,234.4,0,none,none
2025-01-01 22:45:00,22.75,2,1,0,1,1,1,3,0,150,0.0,0.0,1,150,166.32,0.0416,0,1400,0.0,0.0,1,60,63.57,0.0159,1,100,100.11,0.025,0.0825,229.7,0,none,none
2025-01-01 23:00:00,23.0,2,1,0,1,1,1,4,0,150,0.0,0.0,0,150,0.0,0.0,1,1400,1429.58,0.3574,1,60,63.17,0.0158,0,100,0.0,0.0,0.3732,232.6,0,none,none
2025-01-01 23:15:00,23.25,2,1,0,1,1,1,3,1,150,137.43,0.0344,1,150,132.8,0.0332,0,1400,0.0,0.0,1,60,58.36,0.0146,0,100,0.0,0.0,0.0821,229.1,0,none,none
2025-01-01 23:30:00,23.5,2,1,0,1,1,1,3,0,150,0.0,0.0,1,150,153.3,0.0383,0,1400,0.0,0.0,1,60,57.19,0.0143,0,100,0.0,0.0,0.0526,232.0,0,none,none
2025-01-01 23:45:00,23.75,2,1,0,1,1,1,4,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,60.11,0.015,1,100,99.99,0.025,0.04,229.3,0,none,none
2025-01-02 00:00:00,0.0,3,1,0,2,1,1,1,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,62.2,0.0155,0,100,0.0,0.0,0.0155,236.2,0,none,none
2025-01-02 00:15:00,0.25,3,1,0,2,1,1,3,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,55.87,0.014,0,100,0.0,0.0,0.014,233.2,0,none,none
2025-01-02 00:30:00,0.5,3,1,0,2,1,1,3,0,150,0.0,0.0,1,150,145.24,0.0363,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0363,226.8,0,none,none
2025-01-02 00:45:00,0.75,3,1,0,2,1,1,4,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,63.5,0.0159,0,100,0.0,0.0,0.0159,223.8,0,none,none
2025-01-02 01:00:00,1.0,3,1,0,2,1,1,3,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,59.29,0.0148,0,100,0.0,0.0,0.0148,231.4,0,none,none
2025-01-02 01:15:00,1.25,3,1,0,2,1,1,1,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0,229.5,0,none,none
2025-01-02 01:30:00,1.5,3,1,0,2,1,1,1,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,62.87,0.0157,0,100,0.0,0.0,0.0157,228.6,0,none,none
2025-01-02 01:45:00,1.75,3,1,0,2,1,1,3,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,58.31,0.0146,0,100,0.0,0.0,0.0146,229.7,0,none,none
2025-01-02 02:00:00,2.0,3,1,0,2,1,1,2,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,63.51,0.0159,0,100,0.0,0.0,0.0159,227.2,0,none,none
2025-01-02 02:15:00,2.25,3,1,0,2,1,1,2,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,64.84,0.0162,0,100,0.0,0.0,0.0162,237.5,0,none,none
2025-01-02 02:30:00,2.5,3,1,0,2,1,1,2,1,150,141.01,0.0353,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,62.41,0.0156,0,100,0.0,0.0,0.0509,228.4,0,none,none
2025-01-02 02:45:00,2.75,3,1,0,2,1,1,3,0,150,0.0,0.0,1,150,145.6,0.0364,0,1400,0.0,0.0,1,60,59.3,0.0148,0,100,0.0,0.0,0.0512,235.9,0,none,none
2025-01-02 03:00:00,3.0,3,1,0,2,1,1,2,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,60.16,0.015,0,100,0.0,0.0,0.015,235.7,0,none,none
2025-01-02 03:15:00,3.25,3,1,0,2,1,1,3,0,150,0.0,0.0,1,150,154.96,0.0387,0,1400,0.0,0.0,1,60,62.23,0.0156,0,100,0.0,0.0,0.0543,231.3,0,none,none
2025-01-02 03:30:00,3.5,3,1,0,2,1,1,2,1,150,140.43,0.0351,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,61.4,0.0154,0,100,0.0,0.0,0.0505,229.8,0,none,none
2025-01-02 03:45:00,3.75,3,1,0,2,1,1,1,1,150,152.38,0.0381,1,150,151.73,0.0379,0,1400,0.0,0.0,1,60,58.45,0.0146,0,100,0.0,0.0,0.0906,229.2,0,none,none
2025-01-02 04:00:00,4.0,3,1,0,2,1,1,3,0,150,0.0,0.0,1,150,138.05,0.0345,0,1400,0.0,0.0,1,60,60.15,0.015,0,100,0.0,0.0,0.0495,233.4,0,none,none
2025-01-02 04:15:00,4.25,3,1,0,2,1,1,3,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,65.19,0.0163,0,100,0.0,0.0,0.0163,230.9,0,none,none
2025-01-02 04:30:00,4.5,3,1,0,2,1,1,1,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,64.38,0.0161,0,100,0.0,0.0,0.0161,226.3,0,none,none
2025-01-02 04:45:00,4.75,3,1,0,2,1,1,3,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,59.43,0.0149,0,100,0.0,0.0,0.0149,232.2,0,none,none
2025-01-02 05:00:00,5.0,3,1,0,2,1,1,1,0,150,0.0,0.0,1,150,143.42,0.0359,0,1400,0.0,0.0,1,60,165.94,0.0415,0,100,0.0,0.0,0.0773,227.9,1,power_spike,light
2025-01-02 05:15:00,5.25,3,1,0,2,1,1,2,1,150,355.39,0.0888,1,150,154.93,0.0387,0,1400,0.0,0.0,1,60,62.22,0.0156,0,100,0.0,0.0,0.1431,227.2,1,power_spike,fan
2025-01-02 05:30:00,5.5,3,1,0,2,1,1,1,0,150,0.0,0.0,1,150,177.93,0.0445,0,1400,0.0,0.0,1,60,59.68,0.0149,0,100,0.0,0.0,0.0594,230.6,0,none,none
2025-01-02 05:45:00,5.75,3,1,0,2,1,1,3,1,150,155.87,0.039,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,57.2,0.0143,0,100,0.0,0.0,0.0533,230.1,0,none,none
2025-01-02 06:00:00,6.0,3,1,0,2,1,1,4,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,1,60,54.07,0.0135,0,100,0.0,0.0,0.0135,231.2,0,none,none
2025-01-02 06:15:00,6.25,3,1,0,2,1,1,4,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0,232.2,0,none,none
2025-01-02 06:30:00,6.5,3,1,0,2,1,1,1,0,150,0.0,0.0,0,150,0.0,0.0,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0,231.0,0,none,none
2025-01-02 06:45:00,6.75,3,1,0,2,1,1,1,0,150,0.0,0.0,1,150,158.57,0.0396,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0396,228.5,0,none,none
2025-01-02 07:00:00,7.0,3,1,0,2,1,1,4,1,150,152.57,0.0381,1,150,147.95,0.037,0,1400,0.0,0.0,0,60,0.0,0.0,0,100,0.0,0.0,0.0751,228.2,0,none,none
